twitter,ADE_or_not
Lamictal dosage increases kind of wreck my head for a day or two. But they also make me super productive as long as I can do things slowly.,1
"Another #lyme suicide.  So sad.  #lyme suicide is typically a #limbic #seizure?  #Neurontin, Lamictal,  Depakote and #Klonopin can help",0
"@HeyyyyAdam it's true, but after slapping a bit of paroxetine on the little guy i can go for hours!",0
@almostwell yeh same bk felt like sumo wrestler on it all time :( think its f****ed me 4life :( ironic as Humira is used to treat artheritis,1
@SoDakPB Why does The Writer's Almanac have to sound like it's OD'd on Prozac? Writing is exciting! Make it sound that way!,0
FDA Approval of Latuda® (lurasidone HCl) as Monotherapy and Adjunctive Therapy in Adult Patients with Bipolar Depression -...,0
"In Paula Deen's defense, Victoza's side effects include ""sudden, uncontrollable racism.""",0
@LJ2510 It has helped somewhat yes. Is Fluoxetine not somewhat old? Prozac etc. Should you not perhaps favour an SNRI over SSRI?,0
Okay I'm re-reading my tweets... I need a nap. Or Zyprexa. Either way my taco  is getting cold so it needs my immediate attention #Night,0
That seroquel had me sleepy as fuck alllll damn day,1
"If I still don’t respond to it, they’ll switch me to Humira - adalimumab.",0
Has any of you Lost your Hair from Tysabri ?  Have you been feeling Nausea ?,0
Buy Boniva To Treat and Prevent Postmenopausal Osteoporosis - ...,0
"Saxagliptin, am I right, guys? Ha.pic.twitter.com/2teWUbTJBZ",0
@DanCuzns I'm on Pristiq and I'm on the pill too remember. So can't mix with the two.,0
"$FRX finally launches Namenda XR in US, 3 years after approval. Twice daily to once daily, but more importantly extends memantine franchise.",0
"keep your black and milds and cigs, need no nicotine",0
Tysabri set to be a treatment for spms if trials prove effective and at least 3 desperate stem cell trials going on. Incredible work!,0
"Today the FDA approved paroxetine (Brisdelle), an SSRI, to treat moderate to severe hot flashes associated with menopause. Thank The Lord!!!",0
"@I_Have_Crohns Zyprexa, Risperdal, Seroquel, Lithium, Epival, and Trileptal all made an appearance with the antidepressants...",0
"Hey spotify users! What's up? who loves spotify and who needs a throat lozenge, take some I have six in my mouth rite now",0
"@laddile Oh, I agree! My daughter is on Enbrel injections & is now in a clinical remission like Ayla. I hope your son responds beautifully.",0
Men's Warehouse guy needs a lozenge.,0
"@Lifeontheedge2 meds can be a life changer, I'm telling you!! I was put on quetiapine recently and it has helped LOADS. Try it x",0
Then I get depressed and consider cymbalta,0
Debbie just the wall. She never had it all. One Prozac a day. Husbands a CPA.,0
"""Take me down to Paradise City. I guess. Feels like forever ago someone sat next to me on the couch though."" - Paxil Rose #depressedsingers",0
"Fashion hurts, cymbalta can help",0
FUCKING NICOTINE DRIVING MY FUCKING MIND UP THE FUCKING WALL. I FEEL LIKE KATHY BATES,0
"@emefq i start craving the Benzo's after a few days. Hate them passionately. Please tell me not amitriptyline, cymbalta or Effexor",0
"@JustKristi I've said my last to Woodsman, I promise. I'd like to shoot him--with a dart filled with Zyprexa.",0
Dronedarone not recommended for patients with permanent #AFib or for the sole purpose of rate control - Anne Gillis #ehraeuropace,0
@joedeens @nurse_w_glasses @tinabaker21 @quetiapinefella @nevharvey surely having an addiction to nicotine is an excuse for smoking?,0
"Despite their anticonvulsant properties, carbamazepine, lamotrigine, phenytoin, and topiramate have been reported to cause seizures in OD.",0
Vyvanse + day drinking = not a good idea. Whatever..,0
"I actually have the attention span of a goldfish
Seriously I need some fucking vyvanse just so I can finish one task",0
"Chemoprophylaxis for neisseria dis.: sulphonamide rifampicin ciprofloxacin, treatment: penicillin cephalosporin kalau allergy kat penicilin",0
#Rivaroxaban worked as well as warfarin in preventing strokes in patients with AF even if the patients were switched from warfarin.,0
Any Dr's / Pharmacists out there have a view on Venlafaxine v Duloxetine on cholesterol levels?  Is Duloxetine a better option?,0
"@RealTaniceJugde cool visuals, crap sound. Olanzapine mutes the voices. Doesn't that make you feel lonely?",0
but end my experiment with Lamictal/Lamotrigine. i only took 25MG  tablets for 9 days total...so should be okay to let it leave my body.,0
"@ThePharmacyPen if I'm talking 2a little pen,then I certainly need highest dose of quetiapine!
U r so dear 2me o'pen! Can't live without u",0
"@danaimmanuel it's not quite as fun, but you could try a throat lozenge/cough drop.",0
#FDA rejects #Bayer’s #Xarelto to reduce risk of stent thrombosis in patients w/ acute coronary syndrome $BAYRY #pharma #biotech #heart,0
"@lapsangsusie @Mental_Elf yes lamotrigine licensed in USA/UK for Bipolar, main use epilepsy=confusion. Please chat with Dr before stopping",0
You'd be surprised what some seroquel can do! #magicdrug,0
"Lamotrigine, though significantly elevated in most brain metastases relative to surrounding brain",0
Gotta wake up ... Studio in a few hours. Don't wanna sound like a frog in the booth. Jesus be a throat lozenge ...,0
"""Bananas contain a natural chemical which can make a person happy. This same chemical is also found in Prozac.""",0
@kylejonathann i hate the drip from it l like the pro drug form of it vyvanse,0
"Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.”
Easy Ladies!",0
All these years and nobody thought to offer batman a throat lozenge??,0
"Vyvanse, commonly known as OCD in a pill.",0
"This quack nurse told me 2 take cipro forte 500mg wen I never eat, if I die y'all shud knw RUN clinic nurse naim kill me",0
"Nicotine? Too simple. I'm addicted to another chemical compound, it's called human.",0
just had my last cig gonna try and quit.. and y'all thought i was crazy with the nicotine,0
@redacre doesn't matter. As long as they don't use tysabri royalty.,0
Is anyone on an antipsychotic they can actually tolerate? I can tolerate a low dose of olanzapine 7.5mg,0
"Enbrel, you are such a wonder drug!! ",0
Nicotine hit my phone like you dont smoke n i know this but today is 420 n ima get high n you know it,0
"The Vyvanse life is a lonely life, but it's the only life for me,",0
17 of the top 20 prescribers of the blood pressure drug Bystolic have received speaking fees from its maker.http://propub.ca/11WKC50 ,0
17 of the top 20 prescribers of the blood pressure drug Bystolic have received speaking fees from its maker.http://propub.ca/11WKC50 ,0
@MerandaCF Yup till September. Have to go this Tuesday for it since I was put on oral Cipro,0
So apparently 60mgs of Prozac will make you scared of eating GMO's and make you think you need to save the world! Switching back to 40mgs!!!,1
"@GrantMuseum @TehNakedMoleRat lozenge? Moles are not cough sweets, we are beautiful creatures of digging joy.",0
"@fixedhistory rapidly cycling out of control lol..downward swing now...kind of have even mood. Stopped seroquel, appt 2morro to change meds",0
@jcmonahan ~J.C!!... My Fav weather-babe!.. Baldy takes too long. Plus ur smile is like 100 Prozac.,0
Ouch! It bloody hurt. But quite excited about prospects. #Humira,0
"@HurtBlogger good luck! Have you tried it before? Does it work 4 u? I just had 2nd dose of Humira, and hurting so bad I can't stand it :-(",1
If you talk bad about Lebron I hope a thug shoots off your great toe and all the Vancomycin and Cipro in the world cant cure the infection.,0
"@superleeni im stuck with the Fluoxetine for the next 3 months, maybe it'll improve with time",0
#Saphris is the devil. It can go back to hell where it was invented.,0
"@Ferrisindustry thanks, muffin! Still adjusting to trazodone, doc advised I might be nuttier than usual for the initial weeks. Apparently!",0
Thank god for ciprofloxacin ,0
“@doniqueD: “@SpontaneousNat: “@doniqueD: *coughs ridiculously over the TL*” you want some lozenge” no I'm cool *coughs*” Okay ooh,0
"Fosamax has been linked to many severe side effects that include femur   fractures, esophagus problems,& hardening of the jaw.1.888.520.5202",0
@EquineJournal neue schule trans-angle lozenge every time,0
Dissatisfied with Rosetta. Moved on to Cipro,0
@ChangeMyTampon @PBandJenelley_1 @InfanousJames1 I thought she only took melatonin ti help her sleep. Seroquel is for bipolar not imsomnia,0
"@TheBirotteKid why the fuck would you try that, its like tryin to bust on vyvanse. that shit aint happening.",0
How long before Boniva ousts Sally Field and replaces her with Vanessa Hudgens?,0
"considering taking a seroquel and sleeping til monday, does anyone have any better suggestions",0
I need food. I'm cranky when I'm hungry. Food is my Prozac sometimes. Ok. Most of the time.,0
"Journal Articles

Fulminant Hepatic Failure in Association With Quetiapine
Journal of Medical Case Reports, April 26, 2013",0
"Batman voice ""I need a lozenge.""",0
"If my RA gets any worse, I'm gonna be on bed rest until BCBS personally delivers my Humira  #arthritisprobs #cantmove",0
@_baseballprince Let me sleep on it and then I'll let you know. But I've been nicotine free for 6 days now and what if it gets back into me?,0
[Clinical Trials] AbbVie Study Assesses Role of Predefined Doses of Methotrexate When Used With Humirahttp://dlvr.it/3WCcrC ,0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” That's bananas!;),0
"""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.""",0
bored off my tits and Trazodone works for shit,0
ohai Trazodone. i'ma sleep good tonight. c:,0
One throat lozenge and a cool shower later and I feel better already. Nearly lost my voice after just my morning lessons! #swimlife,0
"The D ""@foodFIRST_: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.""",0
Where to Purchase Actonel - Actonel From Mexico Without Pre_script_ion at Maryland - Read more: http://bit.ly/ZmaDh9,0
@hey_whatsoever Cold Turkey baby! I was using lozenges for day 1 then binned them as they were stronger nicotine than my normal smokes.,0
"Anemia, hormones, depression & Paxil are totally getting the best of me this morning. Getting out of bed is haaard.",1
@MrCreations_ smokin nd sleeping #Seroquel,0
CardioSource - AMPLIFY Apixaban as Effective as Conventional Therapy in Treating Acute Venous Thromboembolism http://shar.es/Ac3rd ,0
@Sami_Motin any side effects?  My neuro recommended Tysabri as first option but I was scared. Went with Gilenya,0
FDA rejects NDA for Xarelto to prevent stent thrombosis in ACS patients. (Story to follow in the pm.),0
Put myself back on Lamotrigine,0
I'm the lozenge that Gotham deserves... (Read in Batman voice.),0
A prozac a day makes the voices away,0
"Moms quotes of the day: ""Give me a half a vyvanse and I'll clean your room."" And ""I'm just gonna have to start smoking pot to be around you""",0
"{1}
Alendronate is a bisphosphonate used to treat Oseoporosis and Paget's disease.
How should the patient take it?pic.twitter.com/dGu1bARBhA",0
@MW1T3K Work must be hard if you're snapchatting Trazodone pyramids.. #cvs #wittycray,0
"Watched ""Silver Linings Playbook"" tonight. Terrific movie, except nobody says Trazodone like that.",0
"@ETPC1 I'm surprised you weren't originally started on Paxil, it's like the most popular SSRI",0
Just water+Nicotine~,0
"@OceanDistress lol, really? My Prozac does absolutely nothing! I need something stronger!",0
@saucygurl915 I've felt she was the wrong person for the face of Victoza from the beginning.,0
@NEJM publishes exciting PhIII trial results for #Eliquis (apixaban) suggesting a hopeful alternative for VTE  #ISTH2013,0
"Fluoroquinolones (eg, ciprofloxacin,levofloxacin,gemifloxacin,moxifloxacin) n children younger than 18years of age generally is discouraged.",0
"When I can't sleep I start to list the drugs I know in alphabetical order - abciximab, acamprosate, alendronate, zzzz(olpidem, opiclone)...",0
"Today my hospital is getting Zyprexa IM. Im very excited about this!!  Haha, its the little things like PRNs that make Psych Nurses happy!",0
@awakenings_ ziprasidone and olanzapine I.m. Both has less metabolic syndrome effect.and used in ER for acute agitation,0
"@PantherAlyxx lamotrigine/lamictal. I do mail order so it takes a while to get, thought I had more around somewhere",0
"G'morning UK! Please remember, next time someone convinces their GP they are good to stop Quetiapine, they are BOTH WRONG.",0
"Want to quit #smoking? Try nicotine replacement therapy like gum, lozenges & patches to help end your cravings #OLW",0
"Nicotine, valium, vicodin, marijuana, ecstasy and alcohol.
Ccccocaine!!!!!",0
Still lack of clarity on how to reverse the effect of rivaroxaban & other new oral anticoagulants -ongoing concern for Emergency Dept,0
@hannah91311 he's doing good he needs his Paxil cause he's grumpy but other than that he's good he just works himself to death lol,0
@morgankittie get pristiq and vyvanse. The combination is amazing,0
Novartis' secukinumab superior to Enbrel in head-to-head p3 study in psoriasis  $NVS,0
@AdamSessler Wouldn't a strepsil or some kind of throat lozenge be better?,0
"“@UberFacts: There are no words in the English language that rhyme with purple, orange, silver or month.” lozenge rhymes with orange",0
While I missed the chat I'll say it took a while for the right medication. Trazodone & Remeron and it's out like a light #bpdchat,0
Got my shit taken from me because I burned myself with salt and ice 20 times on my leg. Out for the day ! Hair appt at 11. On latuda now.,0
@stark3923 get checked out I found out I had Psoriatic Arthritus and am now on Humira.,0
Haven't took my vyvanse sense the last day of school. It feels weird ,0
"WTF the emergency doc just recommended my boss give his Avelox to someone else instead of throwing them away since they ""are very strong""",0
But why hasn't my vyvanse kicked in?,0
RT @Anak_Bijak #WiseWords this is me on drugs.: Welcome. I'm starting up with lamotrigine (another name for lamictol) to... http://t....,0
Gonna lay down and try to get some sleep.  I really need to start taking my Trazodone to sleep.  I kinda hate taking something that knocks,0
"Asenapine (Sycrest®) for maniac episodes. Another drug with no advantages and complicated to administer, http://bit.ly/1b9wzBf ",0
Why don't they make Boniva in suppository form??,0
"#ifitwasntfor vyvanse&coffee, I wouldn't be able to work as much as I do. #true",0
LAWL RT @PelvisThrustly: Animals are committing suicide. Depression hurts. Cymbalta can help. #TeenWolf,0
Dr @bengoldacre would love this Eisai-sponsored session on perampanel at the Intl Epilepsy Congress in Montreal...,0
"""@YB_NL: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.""",0
"@bpdprincessx it is but i dont know if its due to the lamotrigine, baby brain, dissociation or just forgetfulness, its concerning. Xx",0
I sometimes eat this and pretend it's candy when it's actually not bec it's a lozenge :( oopspic.twitter.com/eHEiGbmMln,0
i feel genuinely well on paxil i can't stop saying this enough and it makes me happy,0
"""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."" BULLSHIT ON PROZAC",0
*takes chill lozenge*,0
@CrohnieCharlie #Humira helped my #Crohns but then #Respiratory issues ensued & now I can't take ANYTHING & have MAJOR lung issues,1
@Bukshizzle.  When she is moving around but she is dead...genius...its exactly like psychosis..u must know about ziprasidone or respiradone.,0
@youngq1313 ya I refuse cipro. I do Bactrum if I need an antibiotic,0
WHY WON'T THESE THROAT LOZENGES SOOTH MY THROAT. LOZENGE DAMN IT.,0
"As soon as I drift off my generous popa comes into my room and force feeds me a lozenge, thanks",0
Are antibiotics safe? Read our original investigation:  Popular antibiotic ciprofloxacin linked to UK deathshttp://www.theecologist.org/News/news_analysis/897407/popular_antibiotic_ciprofloxacin_linked_to_uk_deaths.html …,0
@matthewherper I assume so. All I can tell you is that the staff in my office hate it when I write for apixaban.,0
@Mental_Elf is lamotrigine licensed for bipolar? I have it off-licence for major depression and replacement community psych wants to stop it,0
"@tllanes My nighttime med is Trazodone and I cut back to a generic, OTC for my acid but it is a sad night if I don't take it.",0
He's as chatty and persistent as ever. And impervious to Quetiapine Fumarate,0
Took 2 Baclofen 10mg & 1 Ibuprofen 800mg & now i'm laying flat on my back. #ExtremePain #CantGetComfortable,1
Whoah so DIZZING.  Damn   Tamazapam - shld probably wap back to quetiapine if this keeps up! But it makes me feel so Ick!,1
This bitch can't pronounce lozenge. This is college. Pollys it's only two syllables,0
“@IMmemorandum: Pregabalin and duloxetine are approved by the U.S. Food and Drug Administration for the treatment of fibromyalgia.”,0
"Avelox, Dalmacol et Avamys plus tard .""#$TY&Ù!""#%$?&!!!!",0
@Modysoul I was on both the Cymbalta & Prozac teams when I worked for Lilly. I'm pretty sure I've taken so much Prozac I own the patent.,0
Got a sore throat and cannot stand plasticky lozenge taste #randomfact,0
@DanieLouize hi on channel 4 they're taking a little about victoza isn't that what you're using.?,0
"That's Wtf I need RT@ayeee_MARIE: ""Depression can hurt. Cymbalta can help"" RT @DettaDont_DoIt Depressed? Cymbalta can help...",0
@marioarmstrong It's launching in a month. I can see some samples and some samples and some non nicotine e Hookahs for you too?,0
@DoctorChristian @C4Dispatch re victoza I was prescribed this in 2010 for obesity. Caused pancreatitis and digestive problems ever since,1
@IanDickJokes I don't understand why all my thug friends like to take seroquel and drink... or do seroquel at all. wyf?,0
"@BipolarBlogger my partner has had same with olanzapine at night. Took ages to sort the dose out, lots of tinkering too",0
HAHAHAHA! RT @wati_ goes well with the CIPRO docs RT @khanyemange Yes RT wati_: Jameson to say tgifpic.twitter.com/TPLaQdwCw9,0
"""No taste for you"" -vyvanse",1
"Today is brought to you by the letter S:
Sushi
Slurpee 
Seroquel.",0
There are other drugs in development. Large randomized study of memantine under way for core symptoms. #autismchat,0
a bases is a doorkeeper: anseriform but factive,0
@Huntermoore #confessionsofaratchet gave everyone at some out of town party seroquel and waited till they passed out then robbed the crib,0
@GordonAlanBeard @rtaylor_mep @janebyfield actually inhaled nicotine vapour IS studied - by Pharma - Nicotrol inhaler. Good enuff 4 them...,0
melatonin+xanax+trazodone & I still can't sleep! only one thing left to try...me-ow!,0
@PeterBrownPsy hv tried  all types of meds for my pure o inc memantine but nothing helps. Any advise as thr r no real support grps in India,0
Who tryin to buy some trazodone?,0
"@mjr221B about six months. I had bad side effects from Zometa, so I switched. I have NO problems with Xgeva.",0
#humira ouch jab mark from yesterday #crohnspic.twitter.com/G9ZayajI5h,0
My emails to big pharm were answered! Turns out there IS a pill that makes you stop spending all of your income in food and it's #vyvanse,0
.@m_cetera why oh why do i always read Prozac instead of Prosec?,0
Anyone notice that Xarelto commercials are almost identical to Viagra commercials? I just like commercials with sexy older men.,0
"Vyvanse and cocaine are both schedule II drugs, coincidence? I think not.",0
My brothers friend sounds like Miley Cyrus. Give this girl a throat lozenge.,0
@711ace Olanzapine carries a warning that the drug can cause death among elderly people who have psychosis due to memory loss and confusion.,0
@theotherrift it sort of can. :( You treat RLS w dopamine agonists. Olanzapine is a dopamine antagonist.,0
"Popular antidepressants Zoloft, Prozac and Paxil can lower libido and prevent orgasms",0
@VoodooFairy88 has cat scan proof ecig improved her lungs and stoped her asthma ecig is vapour w/nicotine no harm distilled water/glycerine,0
#MOH #Shisha delivers the addictive drug nicotine and is at least as toxic as cigarette smoke #TobaccoDay,0
"@jaimestein now she tells me she had no reaction to Cipro, but said save some in case you come into contact with Anthrax or MegaDeath.",0
Mark Munoz plans on taking Paxil inbetween rounds. #ufc162,0
@MarcusPicture #Enbrel alwys works better 4 me in conjunction w/ #MTX + NSAIDs (400mg Tolectin). Monotherapy ATM w/NSAID + pain meds. #rheum,0
"If your job requires you to use stimulants, 1) Get another job, 2) try quetiapine to help get off the stimulants.",0
"Popular antidepressants Zoloft, Prozac and Paxil can lower libido and prevent orgasms",0
"@TheOtherTracy took me two weeks to feel my fluoxetine, 6 weeks to even out. (I had the ""Things aren't right and I need help"" talk 3 mo ago.",0
"SAVOR Trial fails to meet primary endpoint to show superiority of #AstraZeneca, Bristol DPP-4 diabetes drug #Onglyzahttp://www.reuters.com/article/2013/06/19/us-astrazeneca-diabetes-idUSBRE95I06Y20130619 …",0
I need some of these to get me thru the week #prozac #greendaypic.twitter.com/UrjGdb2D7Z,0
Poor sad puppy is now on his 4th medication -- Cipro eye drops. But at least the cone is gone...,0
"depression hurts, cymbalta can help.

pls bby. drug me. ilysfm.",0
Prescribed Wellbutrin and got an OKAY to get off Effexor as fast as possible. To be on the look out for symptoms of mania.. In case #bipolar,0
@Sombrera The only medication (of which I am aware...and I know almost all of them) that has a regular headache side-effect is lamictal.,1
"@iamthattgirl Ugh, sorry. This effexor is not making me feel so awesome. Posting Puck's stuff tonight though.",1
#Smokingfact 10: Nicotine reaches the brain within 10 seconds after inhaling. It has been found in every part of the body& in breast milk.,0
Vyvanse really is a life saver right now #nannyprobs,0
"Release of Eliquis blood clot preventer story: By Bill Berkrot (Reuters) The blood clot preventer Eliquis, sold by Pfizer Inc and Bri...",0
@Vicksy_D why before Humira?,0
Thank God for Zyprexa.,0
@Vixoen Sequel? You mean Seroquel? (I think Sequel is what you take before writing your second book.),0
._. @Marissor that's a lot of lamictal.,0
@zmiller1902 Sometimes my Humira pens make me feel like I'm 90 years old due to the joint pain everywhere.,1
"CHMP recommends #Lemtrada for MS. High potency but risk of autoimmune reaction, so will be used after Tysabri. Forecast $700m in 7MM by 2021",0
"@kellikathleen_ haha sure, come scoop me! I'm at the Monterrey oaks apts by my house. Bring me a vyvanse please?! );",0
@msjuju8 @Loveont0ast @surrealbutok @ThatBloke7 @bron_two Bugger U made me look at meds 2 take. 30/1/14 Im due for shot of Zoledronic acid:),0
@PrototypeCube only thing im worried about is it backfiring on my paxil but other then that im ready to try anything so i can drink water,0
@mpmccullough Really? W/ Pradaxa u r 5x more likely to bleed to death. You should not post info that you know nothing about.,0
"FDA gives first approval for a  nonhormonal hot flash treatment -- paroxetine  (Brisdelle), an SSRI. Big news!http://bit.ly/19INYPr ",0
Restless arms & legs! Blood quetiapine :-/,1
Seroquel hit me so I can go to sleep.,0
I actually really like this Vyvanse,0
@chaosandcontrol Past 6/7 myths I've been on Sertraline & Lamotrigine. Sorry pulled me out of depression & I'm still getting #happymental,0
I think my tablets have made me gain weight. Anyone on fluoxetine/prozac? #replytweet,1
RT @medpagetoday: #ENDO2013: #Victoza May Help with Weight in Ovary Disorder. #PCOS #OBGYN #endocrinology .@TheEndoSociety...,0
"Rivaroxaban diary day 25 muscle & back pains were due to being on Rvxbn for 10 days, on it + Losartan for 8 days, + Losartan only for 4 days",1
I hate when I take vyvanse on days that I have nothing to concentrate on cause then I'm just forced to think about how messed up my life is,0
"Interesting that use of duloxetine, a SNRI, in ACR OA guidelines. Influences descending pain pathways resulting in less pain",0
"Purchase some of our feature products such as Prozac (Fluoxetine Hydrochloride) and Provigil (Modalert, Modafinil). #medsindia #cheap",0
"RT @bebasaktif: Nicotine? Too simple. I'm addicted to another chemical compound, it's called human.",0
Should've sold my vyvanse to these ACT takers.,0
I need vyvanse ugh I ran out and now I've been eating all day and I feel weird without it,0
"N. meningitidis Proph: Rifampin 600mg PO BID x4doses, Ciprofloxacin 500mg PO x1 dose, & Cegrtriaxone 250mg IM x1 dose #FOAMed #MedEd #ABIM",0
That daily struggle when i have to decide between coffee or vyvanse ,0
"Depression hurts, cymbalta can help... You kill yourself.",0
Open Access: Hemorrhagic complications after prasugrel (Effient) therapy for vascular neurointerventional proc...http://bit.ly/1688ojr ,0
02.50 day 15 Rivaroxaban diary. Neck ache and lower back pain. Had to kneel on floor to get out of bed.,1
"I have internal bleeding, physical depression,  and im anemic ... I got cymbalta ,effexor ,& zanycs prescribed though :T",0
"Running on 2 hours of sleep,lots of caffeine, and my Vyvanse. It's going to be a long day and this presentation is going to suck #ugh",0
"@Fox1985 Cipro can permanently damage ALL tendons in the body.  If you enjoy being able to walk, you need to find a safer antibiotic!",0
I<3 Seroquel,0
*throws bottle of cymbalta at depressed bitch on my tl*,0
@JSTJODIE Can I use #semtex while i'm on anti-depressants? (fluoxetine) xxx,0
World No Tobacco Day : Celebrate it by lighting an e-cigarette today. Nicotine Free.,0
@cartoonlogos It's short-term pain while I recover from ear surgery. Nothing I need Cymbalta for.,0
"@tombrazelton I see what you did, there....and I love it. (Though Paxil didn't do well for me.) :p",0
@EllenPompeo I think Kleenex should thank @shondarhimes for their boost in sales they will have within the next 8 days. Maybe Prozac too. Ha,0
@methplz I want Vyvanse! I am on Concerta though to treat my body.,0
"Guy Fieri introduces a new entrée of steak battered in licorice and motor oil, glazed with powdered nicotine gum. Covered with Cheeto dust.",0
This new baccy is just making my cough so much worse but ahhh well need my nicotine,1
"The times I can't complain, are the times I do the most. On a diet of black coffee and prozac buttered toast.",0
Gimme one reason why I shouldn't have sex drive / libido. I accept this as a part of withdrawal symptoms from Venlafaxine. :O,1
My families conversation right now is about how speed is not like vyvanse and starting a medical marijuana business with Mitch...???,0
"@mahaffey72 Orencia is brand new for me! I've been on Enbrel, Humira, Remicade, Cimzia, Humira again, and Actemra! Yeesh! Hope it works 4 u!",0
Trajenta® (Linagliptin): New Data On Safety And Efficacy In Type 2 Diabetes Patients With Renal Impairment http://dlvr.it/3ZWmTg  #diabetes,0
"@ewanish I tried 3 as well. I promise...none are worth it. I've been on Zoloft, Prozac, and Lexapro...nothing is better than anything",0
Finally in bed. Double dose of venlafaxine on board and definitely feeling it. Hope I sleep without being woken up in pain again...,0
A piece of #Rome in #Alexandria #Sydney at #Cipro. One of the best #pizzas in town.pic.twitter.com/Tt8ePQ3FNn,0
@chenoite @CSB_22 yes def eat or the cipro will tear u up  and feel better :-),1
Putting things off until you get your Vyvanse.,0
Seroquel +marijuana = 6hrs of sleep,0
"Watching that Dispatches about diabetes drugs Januvia, Byetta and Victoza (tradenames) I'm thinking ""Avandia"" ""Rimonabant"" all over again.",0
"anyone able to identify this tablet? Round, White, 2K2. Baclofen maybe? It's in my purse!",0
Lyrically I'm dope enough to ass fuck the dude who made nicotine,0
"Depression hurts, cymbalta can help",0
@D_JWhite I'm actually on Trazodone at night too - low dose to sleep. Not sure what kind that is.,0
"@GirouxToTango and hydrated.  He has an appt next month, I'm going to see about getting him back on Baclofen.",0
Cymbalta mulct as well demonstrated over against upspear the moves pertaining to serotonin conjunction norepinep:,0
@StargardtEyes Not really ! I'm on zyprexa and Depakote . Last time I forgot to take Depakote in the morning .. :/ my mood was horrible !,0
"Enbrel Monday, and Dusty is off today. He's sleeping in, so I did the shot alone. Got Oberon rumbling in my ear. Ready to start his book!",0
Paroxetine is the SSRI of choice in breast feeding mothers. Sertraline if you need an SSRI post MI #revisiontweets,0
"Sulfasalazine+hydroxychloroquine+methotrexate, noninferior to etanercept+MTX in patients with RA with active diseasehttp://www.nejm.org/doi/full/10.1056/NEJMoa1303006 …",0
@_NMay Thanks for posting this! Have often wondered about new OACs like dabigatran and bleeding crises.,0
@wooper Adderall and Trazodone,0
@TheVyvanseMind Finally a girl that understands me and my need for large quantities of Vyvanse and a wide assortment of expensive pens.,0
"Whenever you see Phil Mickelsen, take a shot of Enbrel",0
@ybnormal622 I am on only 25mg lamictal but it makes me anxious and insomniac so I skip sometimes and get depressed.,0
"Does anyone know much regarding pentuple drug therapy for BPAD? Meds: Respiradone, Quetiapine, Lamotragine, Lithium and Sodium Valproate?",0
"2 seroquel & 2 trileptal, no reason I should be awake! Lets try this again!",0
@GardenVibe also the #antibiotic Levaquin will create a situation for tendons to rupture more easily.,0
If you bake the Effexor into almond-blackberry granola it gets exactly 0 times more potent.,0
RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
@fredrikschoug vet Liam ? RT @UberFacts Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
"Sleep timer set. 1 trazodone, this shouldn't take long ",0
It's raining. I ran for the bus when I didn't need to. My GP letter isn't right. Sweating like a pig thanks to quetiapine. Brighton bound!,1
@hookbill They both caused me troublesome side effect. I preferred Cymbalta,0
@knowerofnada this is a beautiful video. My son just started Enbrel so it gave me some hope!  Thank you!,0
@DeanMikel I'm not lazy!! My seroquel knocked me out!!,1
Purata and seroquel yet im not asleep!!!!! Please dont take over my life again! #cry Work damnit!!!,0
"@DulcisRed Venlafaxine, so glad to be off it.",0
Rivaroxaban and atrial fibrillation: a patient case approach #surgeryblue,0
@1D_Amore @miafierro stfu!! Lol whatever cymbalta.,0
@brain_opera spoke to a nurse yday who worked on ED wards. Said ppl get prescribed Olanzapine for their obsessional thoughts about food.,0
"Ok, I'm gonna try this thing called Fluoxetine. It's for sadness and shit. It's gonna thake a couple of weeks for it to work, so yaeh... :D",0
@ObsidianVormund Was on Seroquel for years in my teens & stopped taking it. A 'quack' doc put me back on it & I gained 50 in 3 months.,1
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” !! BANANAS,0
"I see why she is happy""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.""",0
"@cafeatmidnight A beta-blocker can help (that's why I take metoprolol), as it essentially nullifies adrenaline and helps with self-control.",0
"Irritation hurts...cymbalta can help
#Problems @_De_VoN_",0
"@sunflowerskins Does the Trazodone you take have any side effects? 
I write a #webcomic that is partly about a family with #sleepdisorders",0
"@badboyfloyd_ lmao, i'm prescribed baby. it's for my anxiety. i take seroquel, and celexa with it. i'm a fucking zombie after 9pm.",1
Nicotine ovvvva niggas ,0
Took a percocet for my tooth. Feel like I'm about to die cause of the Prozac thats already in my system. Apparently you can't take both. FML,1
RT @WvSchaik: Antibiotic levels in nature: ciprofloxacin concentration in hospital sewage (2 - 14 ng/ml); municipal sewage (0.1 - 0.3 ng/ml),0
